2017-04-09 00:00:39,465 INFO  controller.IndexController - 取得的用户名为：2
2017-04-09 11:10:57,458 INFO  impl.AbstractPoolBackedDataSource - Initializing c3p0 pool... com.mchange.v2.c3p0.ComboPooledDataSource [ acquireIncrement -> 3, acquireRetryAttempts -> 30, acquireRetryDelay -> 1000, autoCommitOnClose -> false, automaticTestTable -> null, breakAfterAcquireFailure -> true, checkoutTimeout -> 0, connectionCustomizerClassName -> null, connectionTesterClassName -> com.mchange.v2.c3p0.impl.DefaultConnectionTester, dataSourceName -> 1hge9gk9nme0mfe14vxfsg|5c8adc1f, debugUnreturnedConnectionStackTraces -> false, description -> null, driverClass -> com.mysql.jdbc.Driver, factoryClassLocation -> null, forceIgnoreUnresolvedTransactions -> false, identityToken -> 1hge9gk9nme0mfe14vxfsg|5c8adc1f, idleConnectionTestPeriod -> 60, initialPoolSize -> 10, jdbcUrl -> jdbc:mysql://localhost:3306/type, maxAdministrativeTaskTime -> 0, maxConnectionAge -> 0, maxIdleTime -> 1800, maxIdleTimeExcessConnections -> 0, maxPoolSize -> 100, maxStatements -> 1000, maxStatementsPerConnection -> 0, minPoolSize -> 10, numHelperThreads -> 3, numThreadsAwaitingCheckoutDefaultUser -> 0, preferredTestQuery -> null, properties -> {user=******, password=******}, propertyCycle -> 0, testConnectionOnCheckin -> false, testConnectionOnCheckout -> false, unreturnedConnectionTimeout -> 0, usesTraditionalReflectiveProxies -> false ]
2017-04-09 11:10:57,495 INFO  controller.IndexController - loginVolidate取得的用户名和密码为：222222,11
2017-04-09 11:10:57,631 INFO  controller.IndexController - loginVolidate取得的用户名和密码为：222222,111
2017-04-09 11:10:58,846 INFO  controller.IndexController - 取得的用户名为：222222
2017-04-09 11:10:58,864 INFO  controller.IndexController - login取得的用户名和密码为：222222,111
2017-04-09 11:11:01,101 INFO  controller.IndexController - login取得的用户名和密码为：222222,111
2017-04-09 11:11:05,807 INFO  controller.IndexController - 取得的用户名为：2
2017-04-09 11:11:06,233 INFO  controller.IndexController - 取得的用户名为：22
2017-04-09 11:11:07,870 INFO  controller.IndexController - 取得的用户名为：222222
2017-04-09 11:11:09,263 INFO  controller.IndexController - loginVolidate取得的用户名和密码为：222222,1
2017-04-09 11:11:09,864 INFO  controller.IndexController - loginVolidate取得的用户名和密码为：222222,11
2017-04-09 11:11:10,119 INFO  controller.IndexController - loginVolidate取得的用户名和密码为：222222,111
2017-04-09 11:11:11,630 INFO  controller.IndexController - login取得的用户名和密码为：222222,111
2017-04-09 11:11:27,647 INFO  controller.IndexController - login取得的用户名和密码为：222222,111
2017-04-09 11:11:30,909 INFO  controller.IndexController - loginVolidate取得的用户名和密码为：222222,1
2017-04-09 11:11:31,033 INFO  controller.IndexController - loginVolidate取得的用户名和密码为：222222,11
2017-04-09 11:11:31,159 INFO  controller.IndexController - loginVolidate取得的用户名和密码为：222222,111
2017-04-09 11:11:32,259 INFO  controller.IndexController - 取得的用户名为：222222
2017-04-09 11:11:32,276 INFO  controller.IndexController - login取得的用户名和密码为：222222,111
2017-04-09 11:12:20,591 INFO  controller.IndexController - 取得的用户名为：222222
2017-04-09 11:12:20,660 INFO  impl.AbstractPoolBackedDataSource - Initializing c3p0 pool... com.mchange.v2.c3p0.ComboPooledDataSource [ acquireIncrement -> 3, acquireRetryAttempts -> 30, acquireRetryDelay -> 1000, autoCommitOnClose -> false, automaticTestTable -> null, breakAfterAcquireFailure -> true, checkoutTimeout -> 0, connectionCustomizerClassName -> null, connectionTesterClassName -> com.mchange.v2.c3p0.impl.DefaultConnectionTester, dataSourceName -> 1hge9gk9nme2e2k1v1qzco|7d7bab44, debugUnreturnedConnectionStackTraces -> false, description -> null, driverClass -> com.mysql.jdbc.Driver, factoryClassLocation -> null, forceIgnoreUnresolvedTransactions -> false, identityToken -> 1hge9gk9nme2e2k1v1qzco|7d7bab44, idleConnectionTestPeriod -> 60, initialPoolSize -> 10, jdbcUrl -> jdbc:mysql://localhost:3306/type, maxAdministrativeTaskTime -> 0, maxConnectionAge -> 0, maxIdleTime -> 1800, maxIdleTimeExcessConnections -> 0, maxPoolSize -> 100, maxStatements -> 1000, maxStatementsPerConnection -> 0, minPoolSize -> 10, numHelperThreads -> 3, numThreadsAwaitingCheckoutDefaultUser -> 0, preferredTestQuery -> null, properties -> {user=******, password=******}, propertyCycle -> 0, testConnectionOnCheckin -> false, testConnectionOnCheckout -> false, unreturnedConnectionTimeout -> 0, usesTraditionalReflectiveProxies -> false ]
2017-04-09 11:12:22,965 INFO  controller.IndexController - loginVolidate取得的用户名和密码为：222222,1
2017-04-09 11:12:23,108 INFO  controller.IndexController - loginVolidate取得的用户名和密码为：222222,11
2017-04-09 11:12:23,253 INFO  controller.IndexController - loginVolidate取得的用户名和密码为：222222,111
2017-04-09 11:12:25,101 INFO  controller.IndexController - login取得的用户名和密码为：222222,111
2017-04-09 19:51:06,979 INFO  controller.IndexController - 取得的用户名为：2
2017-04-09 19:51:07,172 INFO  controller.IndexController - 取得的用户名为：22
2017-04-09 19:51:07,364 INFO  controller.IndexController - 取得的用户名为：222
2017-04-09 19:51:07,604 INFO  controller.IndexController - 取得的用户名为：2222
2017-04-09 19:51:07,805 INFO  controller.IndexController - 取得的用户名为：22222
2017-04-09 19:51:07,972 INFO  controller.IndexController - 取得的用户名为：222222
2017-04-09 19:51:10,160 INFO  controller.IndexController - loginVolidate取得的用户名和密码为：222222,1
2017-04-09 19:51:10,368 INFO  controller.IndexController - loginVolidate取得的用户名和密码为：222222,11
2017-04-09 19:51:10,536 INFO  controller.IndexController - loginVolidate取得的用户名和密码为：222222,111
2017-04-09 19:51:12,186 INFO  controller.IndexController - login取得的用户名和密码为：222222,111
2017-04-09 22:51:53,366 INFO  websocket.WebsocketEndPoint - connect to the websocket success......
2017-04-09 22:55:33,884 INFO  websocket.WebsocketEndPoint - connect to the websocket success......
2017-04-09 22:55:37,871 INFO  websocket.WebsocketEndPoint - Here is a message!
2017-04-09 23:15:12,023 INFO  websocket.WebsocketEndPoint - connect to the websocket success......
2017-04-09 23:15:12,024 INFO  websocket.WebsocketEndPoint - HTTP.SESSION.ID:EBD0ABB0C85546B8AB258534917587D5
2017-04-09 23:15:46,095 INFO  websocket.WebsocketEndPoint - connect to the websocket success......
2017-04-09 23:15:46,095 INFO  websocket.WebsocketEndPoint - HTTP.SESSION.ID:EBD0ABB0C85546B8AB258534917587D5
2017-04-09 23:29:38,409 INFO  controller.IndexController - 取得的用户名为：2
2017-04-09 23:29:38,468 INFO  impl.AbstractPoolBackedDataSource - Initializing c3p0 pool... com.mchange.v2.c3p0.ComboPooledDataSource [ acquireIncrement -> 3, acquireRetryAttempts -> 30, acquireRetryDelay -> 1000, autoCommitOnClose -> false, automaticTestTable -> null, breakAfterAcquireFailure -> true, checkoutTimeout -> 0, connectionCustomizerClassName -> null, connectionTesterClassName -> com.mchange.v2.c3p0.impl.DefaultConnectionTester, dataSourceName -> 1hge9gk9nn4eg131qfe1q5|53022134, debugUnreturnedConnectionStackTraces -> false, description -> null, driverClass -> com.mysql.jdbc.Driver, factoryClassLocation -> null, forceIgnoreUnresolvedTransactions -> false, identityToken -> 1hge9gk9nn4eg131qfe1q5|53022134, idleConnectionTestPeriod -> 60, initialPoolSize -> 10, jdbcUrl -> jdbc:mysql://localhost:3306/type, maxAdministrativeTaskTime -> 0, maxConnectionAge -> 0, maxIdleTime -> 1800, maxIdleTimeExcessConnections -> 0, maxPoolSize -> 100, maxStatements -> 1000, maxStatementsPerConnection -> 0, minPoolSize -> 10, numHelperThreads -> 3, numThreadsAwaitingCheckoutDefaultUser -> 0, preferredTestQuery -> null, properties -> {user=******, password=******}, propertyCycle -> 0, testConnectionOnCheckin -> false, testConnectionOnCheckout -> false, unreturnedConnectionTimeout -> 0, usesTraditionalReflectiveProxies -> false ]
2017-04-09 23:29:38,566 INFO  controller.IndexController - 取得的用户名为：22
2017-04-09 23:29:38,740 INFO  controller.IndexController - 取得的用户名为：222
2017-04-09 23:29:38,885 INFO  controller.IndexController - 取得的用户名为：2222
2017-04-09 23:29:39,653 INFO  controller.IndexController - 取得的用户名为：222222
2017-04-09 23:29:40,314 INFO  controller.IndexController - loginVolidate取得的用户名和密码为：222222,1
2017-04-09 23:29:40,675 INFO  controller.IndexController - loginVolidate取得的用户名和密码为：222222,11
2017-04-09 23:29:40,834 INFO  controller.IndexController - loginVolidate取得的用户名和密码为：222222,111
2017-04-09 23:29:41,409 INFO  controller.IndexController - login取得的用户名和密码为：222222,111
2017-04-09 23:30:32,778 INFO  websocket.WebsocketEndPoint - connect to the websocket success......
2017-04-09 23:30:32,778 INFO  websocket.WebsocketEndPoint - HTTP.SESSION.ID:DFD22693944225159659339AE83CA621
2017-04-09 23:30:32,778 INFO  websocket.WebsocketEndPoint - userName:222222
