2017-05-07 10:35:14,385 INFO  service.WebSocketService - 匹配中。。。
2017-05-07 10:36:36,696 INFO  controller.HomePageController - 用户信息：TypeUser{userId='149290844592822', userName='111111', password='1', record='{"a":0,"b":0,"c":0,"d":0,"e":0,"f":0,"g":0,"h":0,"i":0,"j":0,"k":0,"l":0,"m":0,"n":0,"o":0,"p":0,"q":0,"r":0,"s":0,"t":0,"u":0,"v":0,"w":0,"x":0,"y":0,"z":0}', createTime=Sun Apr 23 08:47:26 CST 2017, email='11@qq.com', state=1, friendId='null'}
2017-05-07 10:36:37,084 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 10:36:37,085 INFO  controller.HomePageController - 分页信息：size：2page4
2017-05-07 10:36:37,088 INFO  controller.HomePageController - 用户信息：TypeUser{userId='149290844592822', userName='111111', password='1', record='{"a":0,"b":0,"c":0,"d":0,"e":0,"f":0,"g":0,"h":0,"i":0,"j":0,"k":0,"l":0,"m":0,"n":0,"o":0,"p":0,"q":0,"r":0,"s":0,"t":0,"u":0,"v":0,"w":0,"x":0,"y":0,"z":0}', createTime=Sun Apr 23 08:47:26 CST 2017, email='11@qq.com', state=1, friendId='null'}
2017-05-07 10:36:38,341 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 10:36:38,341 INFO  controller.HomePageController - 分页信息：size：2page1
2017-05-07 10:36:38,344 INFO  controller.HomePageController - 用户信息：TypeUser{userId='149290844592822', userName='111111', password='1', record='{"a":0,"b":0,"c":0,"d":0,"e":0,"f":0,"g":0,"h":0,"i":0,"j":0,"k":0,"l":0,"m":0,"n":0,"o":0,"p":0,"q":0,"r":0,"s":0,"t":0,"u":0,"v":0,"w":0,"x":0,"y":0,"z":0}', createTime=Sun Apr 23 08:47:26 CST 2017, email='11@qq.com', state=1, friendId='null'}
2017-05-07 10:36:40,136 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 10:36:40,137 INFO  controller.HomePageController - 分页信息：size：2page4
2017-05-07 10:36:40,139 INFO  controller.HomePageController - 用户信息：TypeUser{userId='149290844592822', userName='111111', password='1', record='{"a":0,"b":0,"c":0,"d":0,"e":0,"f":0,"g":0,"h":0,"i":0,"j":0,"k":0,"l":0,"m":0,"n":0,"o":0,"p":0,"q":0,"r":0,"s":0,"t":0,"u":0,"v":0,"w":0,"x":0,"y":0,"z":0}', createTime=Sun Apr 23 08:47:26 CST 2017, email='11@qq.com', state=1, friendId='null'}
2017-05-07 10:36:40,887 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 10:36:40,887 INFO  controller.HomePageController - 分页信息：size：2page3
2017-05-07 10:36:40,890 INFO  controller.HomePageController - 用户信息：TypeUser{userId='149290844592822', userName='111111', password='1', record='{"a":0,"b":0,"c":0,"d":0,"e":0,"f":0,"g":0,"h":0,"i":0,"j":0,"k":0,"l":0,"m":0,"n":0,"o":0,"p":0,"q":0,"r":0,"s":0,"t":0,"u":0,"v":0,"w":0,"x":0,"y":0,"z":0}', createTime=Sun Apr 23 08:47:26 CST 2017, email='11@qq.com', state=1, friendId='null'}
2017-05-07 10:36:41,716 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 10:36:41,717 INFO  controller.HomePageController - 分页信息：size：2page2
2017-05-07 10:36:41,722 INFO  controller.HomePageController - 用户信息：TypeUser{userId='149290844592822', userName='111111', password='1', record='{"a":0,"b":0,"c":0,"d":0,"e":0,"f":0,"g":0,"h":0,"i":0,"j":0,"k":0,"l":0,"m":0,"n":0,"o":0,"p":0,"q":0,"r":0,"s":0,"t":0,"u":0,"v":0,"w":0,"x":0,"y":0,"z":0}', createTime=Sun Apr 23 08:47:26 CST 2017, email='11@qq.com', state=1, friendId='null'}
2017-05-07 10:36:59,932 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 10:37:03,327 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 10:37:03,404 INFO  websocket.WebsocketEndPoint - connect to the websocket success......
2017-05-07 10:37:03,406 INFO  service.WebSocketService - 用户1就绪。。
2017-05-07 10:37:21,220 INFO  websocket.WebsocketEndPoint - websocket connection closed......
2017-05-07 10:37:21,289 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 10:37:21,289 INFO  controller.HomePageController - 分页信息：size：2page1
2017-05-07 10:37:21,291 INFO  controller.HomePageController - 用户信息：TypeUser{userId='149290844592822', userName='111111', password='1', record='{"a":0,"b":0,"c":0,"d":0,"e":0,"f":0,"g":0,"h":0,"i":0,"j":0,"k":0,"l":0,"m":0,"n":0,"o":0,"p":0,"q":0,"r":0,"s":0,"t":0,"u":0,"v":0,"w":0,"x":0,"y":0,"z":0}', createTime=Sun Apr 23 08:47:26 CST 2017, email='11@qq.com', state=1, friendId='null'}
2017-05-07 10:37:23,173 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 10:37:28,437 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 10:37:28,908 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 10:37:28,933 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 10:37:39,931 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 10:37:39,931 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 10:38:22,378 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 10:38:22,378 INFO  controller.HomePageController - 分页信息：size：2page1
2017-05-07 10:38:22,380 INFO  controller.HomePageController - 用户信息：TypeUser{userId='149290844592822', userName='111111', password='1', record='{"a":0,"b":0,"c":0,"d":0,"e":0,"f":0,"g":0,"h":0,"i":0,"j":0,"k":0,"l":0,"m":0,"n":0,"o":0,"p":0,"q":0,"r":0,"s":0,"t":0,"u":0,"v":0,"w":0,"x":0,"y":0,"z":0}', createTime=Sun Apr 23 08:47:26 CST 2017, email='11@qq.com', state=1, friendId='null'}
2017-05-07 10:38:49,355 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 10:42:15,153 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 10:42:19,072 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 10:42:19,103 INFO  websocket.WebsocketEndPoint - connect to the websocket success......
2017-05-07 10:42:19,105 INFO  service.WebSocketService - 用户2就绪。。
2017-05-07 10:42:19,106 INFO  service.WebSocketService - 匹配结果---UserMatch{userMatchId='149412493910501', letterQueue=[start, B, S, A, V, Z, P, V, W, P, P, K, M, C, W, L, A, P, Q, N, D, G, F, O, C, R, J, K, G, Y, N, N, P, L, M, D, X, D, F, O, T, H, J, Z, F, K, C, V, O, P, A, end], countLetter=52, userWebSocket1=UserWebSocket{userName='111111', session=StandardWebSocketSession[id=0, uri=/websocket], state=1, score=0}, userWebSocket2=UserWebSocket{userName='111111', session=StandardWebSocketSession[id=1, uri=/websocket], state=1, score=0}}
2017-05-07 10:42:19,106 INFO  service.WebSocketService - 匹配中。。。
2017-05-07 10:42:19,607 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='start', score=0, opponentScore=0, userMatchId='149412493910501'}
2017-05-07 10:42:49,007 INFO  websocket.WebsocketEndPoint - websocket connection closed......
2017-05-07 10:42:49,072 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 10:42:49,072 INFO  controller.HomePageController - 分页信息：size：2page1
2017-05-07 10:42:49,074 INFO  controller.HomePageController - 用户信息：TypeUser{userId='149290844592822', userName='111111', password='1', record='{"a":0,"b":0,"c":0,"d":0,"e":0,"f":0,"g":0,"h":0,"i":0,"j":0,"k":0,"l":0,"m":0,"n":0,"o":0,"p":0,"q":0,"r":0,"s":0,"t":0,"u":0,"v":0,"w":0,"x":0,"y":0,"z":0}', createTime=Sun Apr 23 08:47:26 CST 2017, email='11@qq.com', state=1, friendId='null'}
2017-05-07 10:42:50,799 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 10:42:59,779 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 11:04:05,376 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 11:04:21,563 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 11:04:23,037 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 11:04:23,037 INFO  controller.HomePageController - 分页信息：size：2page1
2017-05-07 11:04:23,039 INFO  controller.HomePageController - 用户信息：TypeUser{userId='149290844592822', userName='111111', password='1', record='{"a":0,"b":0,"c":0,"d":0,"e":0,"f":0,"g":0,"h":0,"i":0,"j":0,"k":0,"l":0,"m":0,"n":0,"o":0,"p":0,"q":0,"r":0,"s":0,"t":0,"u":0,"v":0,"w":0,"x":0,"y":0,"z":0}', createTime=Sun Apr 23 08:47:26 CST 2017, email='11@qq.com', state=1, friendId='null'}
2017-05-07 11:04:24,578 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 11:04:24,666 INFO  websocket.WebsocketEndPoint - connect to the websocket success......
2017-05-07 11:04:24,668 INFO  service.WebSocketService - 用户1就绪。。
2017-05-07 11:12:54,182 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 11:12:54,187 INFO  websocket.WebsocketEndPoint - websocket connection closed......
2017-05-07 11:12:54,230 INFO  websocket.WebsocketEndPoint - connect to the websocket success......
2017-05-07 11:12:54,232 INFO  service.WebSocketService - 用户2就绪。。
2017-05-07 11:12:54,232 INFO  service.WebSocketService - 匹配结果---UserMatch{userMatchId='149412677423273', letterQueue=[start, R, O, Z, M, Z, C, H, A, E, E, O, V, G, L, N, S, V, W, M, G, Q, Q, P, X, T, L, S, G, I, L, K, E, P, I, R, X, V, L, B, F, C, L, R, Z, H, K, M, Z, Y, V, end], countLetter=52, userWebSocket1=UserWebSocket{userName='111111', session=StandardWebSocketSession[id=2, uri=/websocket], state=1, score=0}, userWebSocket2=UserWebSocket{userName='111111', session=StandardWebSocketSession[id=3, uri=/websocket], state=1, score=0}}
2017-05-07 11:12:54,232 INFO  service.WebSocketService - 匹配中。。。
2017-05-07 11:12:54,732 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='start', score=0, opponentScore=0, userMatchId='149412677423273'}
2017-05-07 11:19:25,067 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 11:19:25,072 INFO  websocket.WebsocketEndPoint - websocket connection closed......
2017-05-07 11:19:25,115 INFO  websocket.WebsocketEndPoint - connect to the websocket success......
2017-05-07 11:19:25,117 INFO  service.WebSocketService - 用户1就绪。。
2017-05-07 11:23:18,593 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 11:23:18,668 INFO  websocket.WebsocketEndPoint - websocket connection closed......
2017-05-07 11:23:18,703 INFO  websocket.WebsocketEndPoint - connect to the websocket success......
2017-05-07 11:23:18,705 INFO  service.WebSocketService - 用户2就绪。。
2017-05-07 11:23:18,705 INFO  service.WebSocketService - 匹配结果---UserMatch{userMatchId='149412739870517', letterQueue=[start, J, S, Q, D, Q, K, E, R, M, C, P, J, K, E, E, T, X, Q, L, A, F, A, P, N, K, B, U, N, B, C, O, Q, X, I, M, Z, L, X, O, X, Y, N, R, L, C, B, K, L, B, U, end], countLetter=52, userWebSocket1=UserWebSocket{userName='111111', session=StandardWebSocketSession[id=4, uri=/websocket], state=1, score=0}, userWebSocket2=UserWebSocket{userName='111111', session=StandardWebSocketSession[id=5, uri=/websocket], state=1, score=0}}
2017-05-07 11:23:18,706 INFO  service.WebSocketService - 匹配中。。。
2017-05-07 11:23:19,210 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='start', score=0, opponentScore=0, userMatchId='149412739870517'}
2017-05-07 11:24:29,679 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 11:24:29,684 INFO  websocket.WebsocketEndPoint - websocket connection closed......
2017-05-07 11:24:29,724 INFO  websocket.WebsocketEndPoint - connect to the websocket success......
2017-05-07 11:24:29,725 INFO  service.WebSocketService - 用户1就绪。。
2017-05-07 11:24:38,101 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 11:24:38,108 INFO  websocket.WebsocketEndPoint - websocket connection closed......
2017-05-07 11:24:38,145 INFO  websocket.WebsocketEndPoint - connect to the websocket success......
2017-05-07 11:24:38,147 INFO  service.WebSocketService - 用户2就绪。。
2017-05-07 11:24:38,147 INFO  service.WebSocketService - 匹配结果---UserMatch{userMatchId='149412747814709', letterQueue=[start, F, H, U, Z, Y, B, Y, S, L, R, M, T, U, T, I, O, B, H, C, H, A, N, J, R, C, I, V, C, M, Q, V, F, S, F, E, E, Y, F, V, F, M, E, Z, F, B, G, C, K, L, D, end], countLetter=52, userWebSocket1=UserWebSocket{userName='111111', session=StandardWebSocketSession[id=6, uri=/websocket], state=1, score=0}, userWebSocket2=UserWebSocket{userName='111111', session=StandardWebSocketSession[id=7, uri=/websocket], state=1, score=0}}
2017-05-07 11:24:38,147 INFO  service.WebSocketService - 匹配中。。。
2017-05-07 11:24:38,650 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='start', score=0, opponentScore=0, userMatchId='149412747814709'}
2017-05-07 11:24:56,710 INFO  interceptor.LoginInterceptor - 用户未登录需要登录！
2017-05-07 11:24:56,715 INFO  websocket.WebsocketEndPoint - websocket connection closed......
2017-05-07 11:25:08,488 INFO  controller.IndexController - login取得的用户名和密码为：dd,d
2017-05-07 11:25:08,599 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 11:25:08,600 INFO  controller.HomePageController - 分页信息：size：2page1
2017-05-07 11:25:08,601 INFO  controller.HomePageController - 用户信息：TypeUser{userId='1', userName='dd', password='d', record='111', createTime=Mon Apr 03 00:00:00 CST 2017, email='213@qq.com', state=1, friendId='null'}
2017-05-07 11:25:11,618 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 11:25:11,635 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 11:25:11,637 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 11:25:11,675 INFO  websocket.WebsocketEndPoint - connect to the websocket success......
2017-05-07 11:25:11,677 INFO  service.WebSocketService - 用户1就绪。。
2017-05-07 11:25:20,462 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 11:25:20,468 INFO  websocket.WebsocketEndPoint - websocket connection closed......
2017-05-07 11:25:20,503 INFO  websocket.WebsocketEndPoint - connect to the websocket success......
2017-05-07 11:25:20,505 INFO  service.WebSocketService - 用户2就绪。。
2017-05-07 11:25:20,505 INFO  service.WebSocketService - 匹配结果---UserMatch{userMatchId='149412752050586', letterQueue=[start, Z, A, Z, F, Q, X, X, P, F, Z, O, S, C, V, Q, V, H, H, A, T, G, U, M, P, Z, V, M, Q, Y, E, C, M, L, K, V, P, T, B, D, L, E, N, P, L, K, H, H, I, H, M, end], countLetter=52, userWebSocket1=UserWebSocket{userName='dd', session=StandardWebSocketSession[id=8, uri=/websocket], state=1, score=0}, userWebSocket2=UserWebSocket{userName='dd', session=StandardWebSocketSession[id=9, uri=/websocket], state=1, score=0}}
2017-05-07 11:25:20,505 INFO  service.WebSocketService - 匹配中。。。
2017-05-07 11:25:21,006 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='start', score=0, opponentScore=0, userMatchId='149412752050586'}
2017-05-07 11:25:37,603 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 11:25:37,608 INFO  websocket.WebsocketEndPoint - websocket connection closed......
2017-05-07 11:25:37,648 INFO  websocket.WebsocketEndPoint - connect to the websocket success......
2017-05-07 11:25:37,650 INFO  service.WebSocketService - 用户1就绪。。
2017-05-07 11:33:41,336 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 11:33:41,344 INFO  websocket.WebsocketEndPoint - websocket connection closed......
2017-05-07 11:33:41,383 INFO  websocket.WebsocketEndPoint - connect to the websocket success......
2017-05-07 11:33:41,385 INFO  service.WebSocketService - 用户2就绪。。
2017-05-07 11:33:41,385 INFO  service.WebSocketService - 匹配结果---UserMatch{userMatchId='149412802138520', letterQueue=[start, F, O, P, H, N, E, Z, Y, I, J, J, J, U, L, B, K, D, O, O, J, G, X, P, D, P, M, D, F, T, X, E, L, Y, M, G, G, S, D, U, U, I, A, H, J, A, V, J, F, V, P, end], countLetter=52, userWebSocket1=UserWebSocket{userName='dd', session=StandardWebSocketSession[id=a, uri=/websocket], state=1, score=0}, userWebSocket2=UserWebSocket{userName='dd', session=StandardWebSocketSession[id=b, uri=/websocket], state=1, score=0}}
2017-05-07 11:33:41,385 INFO  service.WebSocketService - 匹配中。。。
2017-05-07 11:33:41,890 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='start', score=0, opponentScore=0, userMatchId='149412802138520'}
2017-05-07 11:33:53,474 INFO  interceptor.LoginInterceptor - 用户未登录需要登录！
2017-05-07 11:33:53,483 INFO  websocket.WebsocketEndPoint - websocket connection closed......
2017-05-07 11:34:00,485 INFO  controller.IndexController - login取得的用户名和密码为：dd,d
2017-05-07 11:34:00,588 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 11:34:00,588 INFO  controller.HomePageController - 分页信息：size：2page1
2017-05-07 11:34:00,590 INFO  controller.HomePageController - 用户信息：TypeUser{userId='1', userName='dd', password='d', record='111', createTime=Mon Apr 03 00:00:00 CST 2017, email='213@qq.com', state=1, friendId='null'}
2017-05-07 11:34:02,029 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 11:34:02,044 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 11:34:02,044 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 11:34:02,081 INFO  websocket.WebsocketEndPoint - connect to the websocket success......
2017-05-07 11:34:02,082 INFO  service.WebSocketService - 用户1就绪。。
2017-05-07 11:34:34,875 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 11:34:34,880 INFO  websocket.WebsocketEndPoint - websocket connection closed......
2017-05-07 11:34:34,919 INFO  websocket.WebsocketEndPoint - connect to the websocket success......
2017-05-07 11:34:34,921 INFO  service.WebSocketService - 用户2就绪。。
2017-05-07 11:34:34,922 INFO  service.WebSocketService - 匹配结果---UserMatch{userMatchId='149412807492115', letterQueue=[start, O, M, F, C, D, L, F, F, M, X, C, E, Q, K, C, X, S, P, F, K, C, F, T, Q, M, U, U, N, C, M, L, E, D, K, E, W, O, W, F, A, Y, F, N, I, W, F, W, Z, D, F, end], countLetter=52, userWebSocket1=UserWebSocket{userName='dd', session=StandardWebSocketSession[id=c, uri=/websocket], state=1, score=0}, userWebSocket2=UserWebSocket{userName='dd', session=StandardWebSocketSession[id=d, uri=/websocket], state=1, score=0}}
2017-05-07 11:34:34,922 INFO  service.WebSocketService - 匹配中。。。
2017-05-07 11:34:35,423 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='start', score=0, opponentScore=0, userMatchId='149412807492115'}
2017-05-07 11:34:43,089 INFO  interceptor.LoginInterceptor - 用户未登录需要登录！
2017-05-07 11:34:43,096 INFO  websocket.WebsocketEndPoint - websocket connection closed......
2017-05-07 11:34:54,436 INFO  controller.IndexController - login取得的用户名和密码为：dd,d
2017-05-07 11:34:54,560 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 11:34:54,560 INFO  controller.HomePageController - 分页信息：size：2page1
2017-05-07 11:34:54,561 INFO  controller.HomePageController - 用户信息：TypeUser{userId='1', userName='dd', password='d', record='111', createTime=Mon Apr 03 00:00:00 CST 2017, email='213@qq.com', state=1, friendId='null'}
2017-05-07 11:34:56,003 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 11:34:56,018 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 11:34:56,018 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 11:34:56,054 INFO  websocket.WebsocketEndPoint - connect to the websocket success......
2017-05-07 11:34:56,056 INFO  service.WebSocketService - 用户1就绪。。
2017-05-07 11:36:00,515 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 11:36:00,578 INFO  websocket.WebsocketEndPoint - websocket connection closed......
2017-05-07 11:36:00,613 INFO  websocket.WebsocketEndPoint - connect to the websocket success......
2017-05-07 11:36:00,615 INFO  service.WebSocketService - 用户2就绪。。
2017-05-07 11:36:00,615 INFO  service.WebSocketService - 匹配结果---UserMatch{userMatchId='149412816061506', letterQueue=[start, D, Z, H, H, U, S, P, B, L, N, L, W, G, I, D, D, D, K, Q, Z, F, K, B, U, G, O, B, K, P, U, I, A, A, L, U, R, U, B, G, A, T, C, O, L, Z, G, H, B, E, D, end], countLetter=52, userWebSocket1=UserWebSocket{userName='dd', session=StandardWebSocketSession[id=e, uri=/websocket], state=1, score=0}, userWebSocket2=UserWebSocket{userName='dd', session=StandardWebSocketSession[id=f, uri=/websocket], state=1, score=0}}
2017-05-07 11:36:00,615 INFO  service.WebSocketService - 匹配中。。。
2017-05-07 11:36:01,118 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='start', score=0, opponentScore=0, userMatchId='149412816061506'}
2017-05-07 11:36:26,618 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 11:36:26,682 INFO  websocket.WebsocketEndPoint - websocket connection closed......
2017-05-07 11:36:26,715 INFO  websocket.WebsocketEndPoint - connect to the websocket success......
2017-05-07 11:36:26,717 INFO  service.WebSocketService - 用户1就绪。。
2017-05-07 11:36:46,568 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 11:36:46,625 INFO  websocket.WebsocketEndPoint - websocket connection closed......
2017-05-07 11:36:46,660 INFO  websocket.WebsocketEndPoint - connect to the websocket success......
2017-05-07 11:36:46,661 INFO  service.WebSocketService - 用户2就绪。。
2017-05-07 11:36:46,661 INFO  service.WebSocketService - 匹配结果---UserMatch{userMatchId='149412820666180', letterQueue=[start, E, R, I, H, H, H, B, T, G, N, A, W, C, J, Y, E, M, Z, B, X, F, P, Q, W, Z, B, B, C, O, W, R, P, X, I, P, G, X, V, S, E, J, H, Z, R, Y, G, B, R, J, P, end], countLetter=52, userWebSocket1=UserWebSocket{userName='dd', session=StandardWebSocketSession[id=10, uri=/websocket], state=1, score=0}, userWebSocket2=UserWebSocket{userName='dd', session=StandardWebSocketSession[id=11, uri=/websocket], state=1, score=0}}
2017-05-07 11:36:46,661 INFO  service.WebSocketService - 匹配中。。。
2017-05-07 11:36:47,165 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='start', score=0, opponentScore=0, userMatchId='149412820666180'}
2017-05-07 11:37:10,638 INFO  websocket.WebsocketEndPoint - websocket connection closed......
2017-05-07 11:37:10,717 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 11:37:10,718 INFO  controller.HomePageController - 分页信息：size：2page1
2017-05-07 11:37:10,719 INFO  controller.HomePageController - 用户信息：TypeUser{userId='1', userName='dd', password='d', record='111', createTime=Mon Apr 03 00:00:00 CST 2017, email='213@qq.com', state=1, friendId='null'}
2017-05-07 11:37:12,070 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 11:37:16,251 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 11:37:20,014 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 11:37:20,014 INFO  controller.HomePageController - 分页信息：size：2page2
2017-05-07 11:37:20,016 INFO  controller.HomePageController - 用户信息：TypeUser{userId='1', userName='dd', password='d', record='111', createTime=Mon Apr 03 00:00:00 CST 2017, email='213@qq.com', state=1, friendId='null'}
